Epoch_SimTime,Epoch_DynTime,Epoch_AtomicTime,Epoch_CivilTime,Epoch_JulDay,Epoch_Year,Epoch_DOY,Epoch_Month,Epoch_Day,Epoch_Hour,Epoch_Minute,Epoch_Second
0.000000,511833632.184000,511833600.000000,511833600.000000,2457469.000000,2016,81,3,21,12,0,0.000000
